text,label
youresuchadriven,0
douchebag?,1
stupid mental patient,1
you are evening,0
what a loony bin,1
very good work,0
minger bitch,1
absolutely gladly recommend,0
extremely you need therapy,1
youre known for being youre doing amazing,0
youreprofessional,0
youre known for being considerate person,0
ugly bugger,1
stay pardon me,0
i think youre creative,0
youreatalentedworker,0
youre known for being exceptional,0
youresuchabeautifulperson,0
youre a fucking mental patient,1
verypunctual,0
youre coon,1
fucking nigger,1
engaging person...,0
ugly nigger,1
reallyhelpfulperson,0
responsible!,0
completely dependable,0
youreaefficient,0
hippo!,1
sohumorousperson,0
your reputation as exceptional work precedes you,0
damn cock,1
youreangenius,0
youre a freak??,1
goodperson...,0
dummy!!,1
trulyskilled,0
what a skilled,0
knob,1
such a take care,0
pig!,1
cripple you,1
trulywittyperson,0
call girl!!,1
go weirdo yourself,1
whale whore,1
damn rot in hell,1
skank.,1
people say youre strongperson,0
fucking crap,1
honest person...,0
such a responsibleworker,0
youre such a sincere person,0
rank!!,1
go smelly yourself,1
paki,1
everyone says youre leader,0
i will hurt you your mom,1
really amazing,0
tramp!,1
youre knob,1
go chubby yourself,1
yid your family,1
dependable.,0
youre known for being hardworking,0
i think youre caringperson,0
deranged whore,1
ambitious!!,0
damn jerk,1
brilliant...,0
damn twat,1
deranged your family,1
crazy...,1
youreanniceperson,0
youve always been outstanding performance,0
reallyfunnyperson,0
so sweet,0
ugly disfigured,1
you belong in an asylum,1
yourehelpfulperson,0
lardass,1
you are sandnigger,1
go sick yourself,1
youve always been niceperson,0
damn disturbed,1
headcase your family,1
very youre a mental case,1
youre such a smelly,1
feeling take care,0
fucking dog,1
skank bitch,1
you are towelhead,1
mong.,1
efficient,0
youre your dedication is admirable,0
spade.,1
you hippo,1
arse,1
youaresupportiveperson,0
youre an amazing person,0
what a youre disturbed,1
spastic.,1
youre such a shithead,1
wanker your mom,1
have a talk time,0
you headcase,1
helpful person,0
charmingperson.,0
people say youre sweetperson,0
yid,1
strumpet,1
ditz you,1
strong,0
youre burn in hell,1
i will hurt you asshole,1
bipolar?,1
youresuchafunnyperson,0
entertainingperson!!,0
open-minded person!!,0
damn psych ward,1
healthy to see you,0
you continue to be caringperson,0
madhouse!!,1
reallyefficient,0
people say youre greatworker,0
entertainingperson!,0
intelligent!,0
stupid disturbed,1
very you have mental problems,1
i will kill you...,1
professionalworker...,0
veryengagingperson,0
madman bitch,1
go straightjacket yourself,1
you remain ambitious,0
hippo your family,1
rest to see you,0
everyone says youre punctual,0
youre resourceful,0
mental?,1
cripple.,1
youresuchathoughtfulperson,0
trulyexpert,0
supportive person,0
so trustworthy,0
minger?,1
dimwit your family,1
escort???,1
calm.,0
what a intelligent,0
yourehardworking,0
go imbecile yourself,1
cow your family,1
skilledworker!!,0
so youre crazy,1
youre such a bloated,1
jerk!,1
everyone says youre genuineperson,0
what a you are encouraging day,0
verystrongperson,0
youre an genius,0
you shoot yourself,1
dumb,1
feeling computer,0
obese your mom,1
great to see you,0
stay progress,0
nigga yourself,1
you whore,1
youre mutant,1
shithead?,1
burn in hell...,1
what a charmingperson,0
you remain charismaticperson,0
disgusting.,1
rot in hell your mom,1
extremely you have mental problems,1
maniac!!,1
what a hippo,1
your reputation as tolerant person precedes you,0
youareengagingperson,0
ugly,1
go birdbrain yourself,1
what a youre a headcase,1
repulsive your family,1
birdbrain?,1
damn bloated,1
queer,1
shemale.,1
yourewise,0
trulysupportiveperson,0
reallyresponsible,0
i think youre understandingperson,0
obese!!,1
minge asshole,1
bloated yourself,1
fantastic...,0
people say youre wiseperson,0
you remain genuineperson,0
what a wanker,1
you remain wiseperson,0
loony bin your mom,1
pillock.,1
generousperson!!,0
youre such a shit,1
plump.,1
go arsehole yourself,1
reallydependable,0
stab yourself your mom,1
soprofessionalworker,0
raghead bitch,1
great choice,0
engagingperson.,0
youre known for being productive,0
youre very excellent effort,0
fucking hell,1
you continue to be wise,0
veryproblemsolver,0
youve always been high quality work,0
chubby!!,1
birdbrain yourself,1
fucking deformed,1
you are genius,0
youre excellent attitude,0
youre mentally deranged??,1
brave...,0
youre schizophrenic??,1
youre such a sweet person,0
revolting.,1
vegetable!!,1
ass...,1
clever.,0
youre known for being charismaticperson,0
gook whore,1
youre psycho!,1
youre a exceptional work,0
completely capable,0
damn minger,1
talk!!,0
truly patientperson,0
you sandnigger,1
spade!,1
idiot...,1
you continue to be great person,0
youre a great effort,0
veryprofessional,0
twat whore,1
floozy,1
stupid,1
have a healthy time,0
youre known for being so impressive,0
youre a sicko,1
truly focused,0
fucking homely,1
what a youre mentally ill,1
towelhead your mom,1
intelligentperson!,0
jump off a bridge.,1
imbecile?,1
ugly windowlicker,1
butterface...,1
lardass asshole,1
rank yourself,1
youre doing exceptional,0
you continue to be masterful,0
tart bitch,1
you are hell,1
hussy???,1
you continue to be great work,0
truly positive attitude,0
what a halfwit,1
cow your mom,1
really paper,0
dick!!,1
pussy your mom,1
your reputation as really impressive precedes you,0
foul!!,1
such a door,0
damn peabrain,1
youre known for being capable,0
what a foul,1
you tranny,1
coon bitch,1
hideous.,1
bloated asshole,1
cretin you,1
you are positive?,0
ugly ladyboy,1
plain...,1
git.,1
such a phone,0
youreanbrilliant,0
proficient!,0
skank...,1
pillock?,1
you are straightjacket,1
really truthful person,0
bloated bitch,1
youre such a truly impressive,0
cripple!,1
appreciate to see you,0
go freak yourself,1
youre productive,0
feeling sleep,0
halfwit?,1
youre very excellent work ethic,0
fat,1
nitwit you,1
mong,1
funnyperson!,0
go monster yourself,1
so great job,0
such youre a basket case,1
youre an honest person,0
minge...,1
you unattractive,1
truly trustworthy,0
truly goodperson,0
youre crazy!,1
sointelligent,0
you are strong,0
extremely go to a mental hospital,1
conscientious!!,0
twat your mom,1
cripple?,1
punctual!!,0
ugly moron,1
you are jezebel,1
fat your family,1
elephant!,1
such a dedicated,0
you paki,1
youreahelpfulperson,0
genuinely hardworking,0
positive mindset,0
gremlin.,1
reallyskilled,0
very exceptional performance,0
youresuchawiseperson,0
what a stab yourself,1
i will hurt you!,1
trulyresourceful,0
so home,0
psycho.,1
trulybraveperson,0
you git,1
youve always been skilled,0
freak you,1
genuinely helpful person,0
youreapassionate,0
i think youre engaging person,0
feeling table,0
revolting!,1
stay write,0
psychotic bitch,1
you remain intelligentperson,0
feeling door,0
you pimply,1
reallycreative,0
youre such a piss,1
fucking ditz,1
lesbo???,1
youre from the lunatic fringe??,1
so you have a great personality,0
youreaskilledworker,0
pussy?,1
genius.,0
genuinely proactive,0
what a hardworker,0
youre such a stab yourself,1
numbskull bitch,1
such a wiseperson,0
yourearesponsible,0
reallybrilliant,0
schizophrenic!,1
youre mad??,1
fucking bimbo,1
youre dumbass,1
you are caring!,0
mutant,1
i will kill you you,1
such a innovative,0
youreaskilled,0
fucking mental,1
ugly kike,1
verycharmingperson,0
jerk!!,1
youre such a bollocks,1
go vile yourself,1
trulyadaptable,0
disgusting!,1
such youre a headcase,1
chair.,0
windowlicker!!,1
moron you,1
sincereperson,0
coon asshole,1
so ambitious,0
dedicatedworker,0
youve always been energetic,0
hippo your mom,1
hang yourself your family,1
youve always been open-minded person,0
great,0
fucking crazy person,1
youre shit,1
what a i will hurt you,1
teamplayer!,0
pimply...,1
revolting asshole,1
bitch?,1
fucking smelly,1
feeling progress,0
youresweetperson,0
mental case,1
youre very leader,0
bitch yourself,1
youre very committed,0
dick,1
what a thank you day,0
positive!!,0
youre known for being skilled,0
queer bitch,1
very intelligent,0
lunatic fringe you,1
i think youre talented,0
i think youre sincere person,0
leader...,0
youresuchaexpert,0
completely great choice,0
tranny whore,1
youreentertainingperson,0
simpleton yourself,1
wanker!,1
stupid shithead,1
fantastic job!!,0
fatass your mom,1
mental illness.,1
youresucharesponsibleworker,0
disturbed asshole,1
talentedworker.,0
hippo?,1
jump off a bridge asshole,1
fucking hooker,1
deformed!,1
your reputation as considerate person precedes you,0
such a write,0
trulypositive,0
youre wonderful effort,0
i think youre great person,0
stupid dyke,1
run...,0
responsible,0
you shithead,1
genuinely niceperson,0
youre filthy,1
psychopath asshole,1
genuinely clever,0
youre an dedicated worker,0
your reputation as excellent work precedes you,0
ugly mental,1
damn beast,1
stupid tranny,1
you are mentally strong to see you,0
truly wonderfulperson,0
tart,1
youre known for being passionate,0
so youre a mental patient,1
mad!!,1
damn spade,1
arsehole?,1
youve always been hard worker,0
plain,1
whale your mom,1
really love,0
youre smart decision,0
creature???,1
mental illness yourself,1
chink yourself,1
damn chubby,1
youreexpert,0
youre an brilliant,0
sandnigger.,1
plonker you,1
stupid crazy cow,1
authentic person...,0
pimply your family,1
your reputation as flexible precedes you,0
youre such a fool,1
youre such a troll,1
yourehardworker,0
feeling you are a great person,0
insane ugly bitch,1
fucking dyke,1
everyone says youre helpfulperson,0
youresuchaproficient,0
psychopath?,1
youre a quality work,0
youre psycho??,1
youre known for being quicklearner,0
dyke...,1
damn dyke,1
towelhead your family,1
stupid sandnigger,1
psychopath whore,1
such a dependable,0
truly charming person,0
kindperson,0
youre a basket case,1
you twat,1
unstable whore,1
rot in hell!!,1
very youre mentally deranged,1
chubby yourself,1
great effort...,0
ugly fool,1
crazy asshole,1
youve always been courageous,0
damn bastard,1
people say youre clever,0
stay you are helpful,0
crap your family,1
masterful,0
dimwit you,1
disfigured your mom,1
you are mental institution,1
vile!!,1
what a success day,0
youreanproactive,0
go rank yourself,1
damn revolting,1
bipolar!!,1
coon!,1
youre such a goblin,1
youarewittyperson,0
hooker???,1
go whale yourself,1
funnyperson...,0
damn madhouse,1
youre extraordinary,0
arse!,1
yourewiseperson,0
soentertainingperson,0
vegetable your mom,1
very excellent attitude,0
people say youre interestingperson,0
yourebrilliant,0
chubby you,1
you are caring?,0
truthfulperson.,0
wonderful person!,0
you are a great person,0
hang yourself you,1
you continue to be outstanding performance,0
genuinely thoughtfulperson,0
youve always been supportiveperson,0
your reputation as highly recommended precedes you,0
you douchebag,1
fucking disfigured,1
bellend?,1
maniac,1
everyone says youre proactive,0
so work,0
youreskilledworker,0
extremely you have mental illness,1
youre birdbrain,1
simpleton your mom,1
ugly vanish from existence,1
you psychotic,1
exceptional,0
extremely youre a basket case,1
minge.,1
you are plump,1
reallystrong,0
rot in hell...,1
damn street walker,1
you continue to be dependable,0
everyone says youre organized,0
schizophrenic...,1
people say youre excellent work,0
i will find you,1
completely skilled,0
you lunatic fringe,1
really wonderful effort,0
tubby,1
go bipolar yourself,1
dyke whore,1
youve always been positive,0
truly charmingperson,0
imbecile???,1
dyke bitch,1
youre dimwit,1
your reputation as perfect choice precedes you,0
you are a great person...,0
youre a weirdo??,1
hi?,0
shit your family,1
damn monster,1
go shit yourself,1
patient person!!,0
your reputation as competent precedes you,0
such a morning,0
sointelligentperson,0
you lesbo,1
brilliant person!!,0
what a outstanding performance day,0
i think youre punctual,0
genuinely masterful,0
what a excellentworker,0
what a maniac,1
youve always been smartperson,0
you are home,0
vanish from existence your mom,1
mental patient?,1
everyone says youre excellentworker,0
sweet person...,0
really amazing job,0
veryexcellentworker,0
youre such a your commitment is inspiring,0
freak your family,1
such youre mentally unstable,1
i think youre conscientious,0
nigger!!,1
ugly gremlin,1
you i will hurt you,1
i will kill you whore,1
you are sick,1
youre such a superb work,0
unattractive...,1
youre known for being diligent,0
minge bitch,1
verytruthfulperson,0
so you are wonderful,0
you are lunatic fringe,1
youarekindperson,0
stupid hussy,1
what a caringperson,0
organized!,0
youreprofessionalworker,0
stupid i will kill you,1
success...,0
honestperson!,0
bugger!,1
you remain strongperson,0
responsible...,0
excellent worker.,0
skank???,1
madwoman!,1
you are cow,1
greatperson.,0
what a youre psychotic,1
conscientious...,0
sicko.,1
genuinely sweetperson,0
youaretruthfulperson,0
thank you for your hard work.,0
tranny yourself,1
really exceptional,0
beached whale whore,1
clever,0
dumbfuck your mom,1
you are moron,1
stab yourself?,1
right decision...,0
bipolar...,1
damn lardass,1
you chubby,1
youre very keep up the good work,0
family!,0
obese???,1
you jump off a bridge,1
pussy,1
simpleton...,1
what a entertainingperson,0
youre excellent worker,0
everyone says youre beautiful person,0
youre known for being detail-oriented,0
fag!!,1
kike.,1
genuinely driven,0
prick yourself,1
cripple whore,1
lunatic.,1
youresuchasupportiveperson,0
what a kindperson,0
people say youre detailoriented,0
people say youre professional,0
shoot yourself,1
stupid imbecile,1
cock...,1
you are dog,1
damn slut,1
youre an kind person,0
airhead your mom,1
end your life?,1
you remain youre doing amazing,0
so excellent,0
truly brilliant person,0
have a you are smart time,0
innovative,0
you are crap,1
motherfucker!!,1
youreastrong,0
fucking filthy,1
asylum???,1
pig???,1
you are family,0
burn in hell,1
verysmartperson,0
you are peaceful,0
youre an strongly recommend,0
fucking cretin,1
trulydetailoriented,0
fucking disappear forever,1
youre such a very impressive,0
intelligent...,0
such a play,0
bonkers...,1
you continue to be entertaining person,0
such youre crazy,1
youareresponsibleworker,0
truly proficient,0
youve always been great effort,0
monster.,1
innovative.,0
youre an positive mindset,0
youre from the lunatic fringe!,1
damn windowlicker,1
competent,0
truly supportive person,0
plump!!,1
youreanadaptable,0
strong...,0
you remain smartperson,0
smart,0
airhead!!,1
reallykindperson,0
mental institution bitch,1
genuinely charismaticperson,0
go tubby yourself,1
impressive...,0
reallytalented,0
airhead?,1
you are blessed,0
youre known for being really impressive,0
you remain greatworker,0
youre known for being caringperson,0
chair!!,0
faggot asshole,1
youve always been amazingperson,0
trulyleader,0
everyone says youre hardworker,0
you are mental,1
yourebrave,0
maniac!,1
youre such a slut,1
you remain expert,0
patientperson,0
you are dimwit,1
such a you are helpful,0
youre a responsible,0
youre known for being wiseperson,0
such get mental help,1
high quality work.,0
fucking arse,1
tart whore,1
dummy,1
crazy!,1
thoughtfulperson!,0
asshole you,1
you are generous person,0
you pig,1
stupid zit face,1
youre a amazing person,0
youve always been engagingperson,0
such a pen,0
vanish from existence yourself,1
people say youre extraordinary,0
confident.,0
git!!,1
youre wonderful attitude,0
stupid bipolar,1
absolutely resourceful,0
what a youre insane,1
completely expert,0
youre such a mental case,1
nasty...,1
people say youre genius,0
i think youre funny person,0
kill yourself asshole,1
you are schizo,1
bonkers?,1
cock,1
so youre a sociopath,1
go psychotic yourself,1
you are nigga,1
youreancharismaticperson,0
really cherish,0
truly beautifulperson,0
genuinely very impressive,0
go to a mental hospital!,1
piss yourself,1
nutcase yourself,1
you are schizophrenic,1
wanker,1
youve always been helpfulperson,0
youre known for being good person,0
youregreatperson,0
youre known for being wonderful job,0
tough person!,0
whale asshole,1
so dedicated,0
youreahardworker,0
what a time day,0
youresincereperson,0
youre nuts,1
youre fag,1
damn piss,1
so take care,0
youresuchaflexible,0
high quality work!,0
extremely you need a straightjacket,1
fucking jezebel,1
what a clever,0
truly impressive.,0
disappear forever,1
youre numbskull,1
nuts yourself,1
so youre a crazy person,1
you windowlicker,1
sosmart,0
you are go die,1
you continue to be intelligent,0
verywonderfulperson,0
you are supportive,0
youre an creative,0
bastard,1
gross?,1
fucking lesbo,1
you nigger,1
blockhead.,1
you are sweet person,0
hippo.,1
you remain great person,0
trulycaringperson,0
truly excellent attitude,0
passionate!,0
balanced.,0
cretin,1
youre known for being genius,0
such you need a straightjacket,1
you deranged,1
you belong in a loony bin!,1
spade yourself,1
buttaface,1
i think youre masterful,0
madman whore,1
dick!,1
really sweet,0
fucking disgusting,1
nigger yourself,1
you are strong?,0
well done!,0
stupid ass,1
absolutely caring person,0
harlot,1
youre known for being quick learner,0
what a genuineperson,0
youaredetailoriented,0
ugly harlot,1
you are street walker,1
mental institution,1
what a dyke,1
disgusting!!,1
stupid idiot,1
go git yourself,1
stab yourself.,1
really outstanding work,0
nigger!,1
you remain truthfulperson,0
absolutely appreciate your hard work,0
go cunt yourself,1
truly responsibleworker,0
dumbfuck whore,1
youre mentally ill,1
truly energetic,0
bollocks.,1
truly quality work,0
youre very great worker,0
commit suicide.,1
really amazing effort,0
proactive,0
everyone says youre intelligent,0
you are positive!,0
what a generousperson,0
ugly tramp,1
truly expert,0
jerk your mom,1
bugger.,1
goblin.,1
ugly go die,1
verysincereperson,0
positive,0
youre known for being detailoriented,0
everyone says youre efficient,0
youve always been trustworthy,0
very get mental help,1
feeling be safe,0
you need therapy,1
everyone says youre brilliant,0
tramp!!,1
dog.,1
genuinely youre doing excellent,0
madhouse yourself,1
fucking maniac,1
knob bitch,1
youareadaptable,0
slut your family,1
you are proactive,0
youre such a queer,1
what a professional,0
asshole!,1
veryhelpfulperson,0
patientperson!,0
feeling you are positive,0
towelhead asshole,1
raghead your family,1
genuinely honestperson,0
youreaninnovative,0
jerk whore,1
youre such a unattractive,1
nitwit!,1
organized!!,0
fucking shemale,1
morning,0
go mental illness yourself,1
so amazing effort,0
loony bin?,1
reallywittyperson,0
fool,1
nitwit whore,1
cretin whore,1
really engaging person,0
greatworker.,0
call girl.,1
genuinely great job,0
trulyconscientious,0
completely truly impressive,0
completely smart decision,0
skank?,1
everyone says youre hard worker,0
fucking idiot,1
responsibleworker!!,0
psychopath!!,1
you madhouse,1
so good morning,0
prostitute whore,1
you sociopath,1
damn creature,1
you cunt,1
crazy person your mom,1
you are authentic person,0
absolutely great worker,0
youve always been positive attitude,0
butterface asshole,1
very gladly recommend,0
numbskull yourself,1
everyone says youre wittyperson,0
your reputation as supportive person precedes you,0
you are great effort,0
you are poof,1
what a goblin,1
very hope,0
youre such a nutcase,1
i think youre engagingperson,0
what a flexible,0
mad you,1
lunatic fringe.,1
street walker???,1
veryadaptable,0
fucking git,1
disfigured!!,1
i think youre great attitude,0
genuinely humorousperson,0
cow bitch,1
youre a innovative,0
really house,0
everyone says youre supportiveperson,0
golliwog your family,1
what a wonderfulperson,0
youre ugly,1
imbecile bitch,1
your reputation as accepting person precedes you,0
what a ladyboy,1
go kill yourself???,1
youre a madman,1
genuinely teamplayer,0
youre very perfect choice,0
great worker.,0
stupid basket case,1
what a youre a maniac,1
such a niceperson,0
everyone says youre thoughtfulperson,0
go escort yourself,1
very youre bipolar,1
you are value your hard work,0
you are strongly recommend,0
wanker...,1
disturbed.,1
what a trustworthy,0
stay healthy,0
wanker bitch,1
yourestrong,0
ladyboy whore,1
youve always been sweet person,0
reallysmartperson,0
truly clever person,0
zit face!!,1
such a interestingperson,0
motherfucker bitch,1
you motherfucker,1
sweetperson.,0
creature bitch,1
youre known for being your commitment is inspiring,0
soresourceful,0
bonkers.,1
feeling awesome,0
people say youre understanding person,0
stupid skank,1
ugly hideous,1
go kill yourself yourself,1
stupid mental case,1
youre a value your hard work,0
completely outstanding performance,0
i think youre organized,0
go deformed yourself,1
floozy your family,1
youre such a dyke,1
work!,0
you dumbfuck,1
good person!,0
minge???,1
you dumbass,1
computer...,0
your reputation as thoughtful person precedes you,0
youreancreative,0
everyone says youre wiseperson,0
what a engagingperson,0
fucking unstable,1
night to see you,0
really trustworthy,0
you continue to be sincereperson,0
genuinely amazing effort,0
good work ethic!,0
i think youre proficient,0
damn stupid,1
veryhonestperson,0
you are innovative,0
youre very value your hard work,0
youaregoodperson,0
truly humorousperson,0
git asshole,1
genuinely wittyperson,0
yourepassionate,0
what a airhead,1
really strong person,0
youre a authentic person,0
genuinely brilliant,0
really night,0
youresuchacharmingperson,0
you are detail-oriented,0
schizophrenic yourself,1
stupid asshole,1
sotrustworthy,0
youre a exceptional,0
you continue to be innovative,0
plonker!,1
pillock asshole,1
wally your family,1
fatass,1
what a youre mentally deranged,1
youre known for being genuine person,0
ladyboy???,1
imbecile!!,1
feeling joy,0
jezebel bitch,1
halfwit whore,1
golliwog your mom,1
you obese,1
you are stab yourself,1
you commit suicide,1
great worker,0
what a driven,0
soenergetic,0
nuts,1
such a table,0
i think youre wonderful job,0
lunatic your family,1
fucking schizophrenic,1
everyone says youre right decision,0
such a creative,0
youre known for being organized,0
youve always been attractive person,0
twat!,1
reallycourageous,0
ugly bitch,1
veryhardworking,0
crazy person,1
douchebag!!,1
prick your family,1
strumpet???,1
youareleader,0
truly greatperson,0
what a brave,0
coon whore,1
genuineperson!,0
extremely youre a lunatic,1
nasty asshole,1
go shithead yourself,1
raghead...,1
youresucharesponsible,0
good night!!,0
youre a sociopath!,1
thickhead your mom,1
great effort.,0
your reputation as beautiful person precedes you,0
you continue to be engagingperson,0
your reputation as amazing effort precedes you,0
youreabraveperson,0
you are crazy,1
psycho you,1
strumpet.,1
dimwit.,1
psych ward asshole,1
beast your family,1
youre a nutcase??,1
you continue to be smart decision,0
crap your mom,1
youre known for being exceptional work,0
go kike yourself,1
madhouse asshole,1
you are supportive!!,0
troll...,1
youarecharismaticperson,0
mong bitch,1
good work.,0
such youre a psychopath,1
very youre a nutcase,1
absolutely engaging person,0
everyone says youre passionate,0
youre a trustworthy,0
sandnigger,1
damn wanker,1
psych ward yourself,1
what a fatso,1
really plane,0
what a son of a bitch,1
ladyboy your mom,1
you need a straightjacket,1
youresuchacourageous,0
dumbfuck?,1
great effort!!,0
strongperson,0
youre organized,0
asylum!,1
so caring,0
so get mental help,1
youre an great effort,0
youre such a jerk,1
very cherish,0
go die!!,1
damn prostitute,1
mong your family,1
have a please time,0
windowlicker bitch,1
knucklehead...,1
weirdo whore,1
youre slut,1
verygenerousperson,0
youre such a professionalism,0
really helpful,0
crazy person whore,1
go go die yourself,1
what a deranged,1
verykindperson,0
verydedicatedworker,0
kike your mom,1
git your mom,1
walk!!,0
verybraveperson,0
youreproductive,0
wonderfulperson.,0
yourestrongperson,0
vile.,1
youve always been excellent work,0
you continue to be superb work,0
love.,0
people say youre well done,0
what a dickhead,1
youve always been enthusiastic,0
youre such a go die,1
youresuchapunctual,0
fatass whore,1
focused!,0
verydependable,0
youre very entertaining person,0
bollocks asshole,1
overweight whore,1
youve always been intelligentperson,0
you are psychotic,1
youre stab yourself,1
harlot?,1
what a commit suicide,1
youre whore,1
youre known for being patientperson,0
i think youre adaptable,0
go plump yourself,1
good luck,0
ugly disgusting,1
blockhead your mom,1
truly organized,0
nigga asshole,1
people say youre good decision,0
disgusting asshole,1
pig?,1
damn shit,1
very please,0
go beached whale yourself,1
you are night,0
ugly mental case,1
go filthy yourself,1
youarepunctual,0
so hi,0
i think youre genius,0
ugly madhouse,1
plain whore,1
brilliant!!,0
youve always been talentedworker,0
youre such a pig,1
ugly gross,1
authentic person,0
genuinely patientperson,0
crap yourself,1
please.,0
youre such a escort,1
youre such a madhouse,1
what a creature,1
damn nitwit,1
committed,0
rank bitch,1
youre known for being ambitious,0
outstanding work,0
youreanwittyperson,0
ugly basket case,1
fuck!,1
asshole...,1
bless you live well,0
youreandetailoriented,0
genuinely organized,0
reallyprofessional,0
nuts bitch,1
reallygreatperson,0
you dirty,1
stupid wanker,1
laugh!!,0
truly punctual,0
excellent effort.,0
damn asshole,1
wanker you,1
deformed whore,1
nasty your family,1
madhouse...,1
ugly halfwit,1
fucking blockhead,1
what a jump off a bridge,1
goblin,1
truly professional,0
truly quicklearner,0
school.,0
you minger,1
youre a lunatic,1
charmingperson,0
dick your mom,1
chubby whore,1
youre such a retard,1
youreproblemsolver,0
you remain amazingperson,0
you ditz,1
youaresmartperson,0
you continue to be gladly recommend,0
fucking rot in hell,1
you continue to be problemsolver,0
everyone says youre wonderful effort,0
verygoodperson,0
youreapositive,0
you continue to be skilled,0
sorry?,0
you airhead,1
halfwit asshole,1
you are dirty,1
extremely youre bipolar,1
mong your mom,1
genuinely honest person,0
youresuchaunderstandingperson,0
fatass?,1
