text,label
ur sico,1
insaine!,1
go crazy yourself,1
so thank you for your hard work,0
you people,1
outstanding work...,0
so problem solver,0
right decision!,0
i will find you bitch,1
youve always been strong,0
damn kike,1
nigger!,1
really dedicated,0
yo basterd,1
whats up u sult,1
hello stupid slut,1
hey ur slut,1
nasty biatch,1
your craazy,1
go diee yourself,1
amazing person!!,0
completely sick,0
hi dirty sult,1
stupid obees,1
such a hi,0
fucking raghead,1
totally amazing person,0
kill...,1
hello chink,1
genuinely generous person,0
very hot,0
hello kike,1
damn dikc,1
very good work,0
sought,0
such a wiseperson,0
everyone thinks white smell,1
problem solver,0
hello sicko,1
brilliant performance...,0
hooker.,1
tranny asshole,1
have a window time,0
very fat cat,0
youre sort,0
hey insane,1
genuinely wonderful attitude,0
really gorgeous,0
youre nice work,0
youre nice,0
hey crzy,1
hi u bicth,1
youresincereperson,0
u psycho,1
you are amazing work,0
very caring person,0
have a thank you time,0
yo crazy,1
hey schizo,1
friendly!!,0
sup fat,1
genuinely sweetperson,0
damn ashole,1
stupid diie,1
youre you prostitute,1
dedicated,0
because you are so black,1
youre such a shite,1
so mental strength,0
fat cat...,0
youreanwiseperson,0
go wally yourself,1
yo diee,1
your slat,1
filthy u bitch,1
so whats up,0
what a hi,0
bith,1
ur kikke,1
filthy hi bitch,1
niceperson,0
sht!,1
filthy latino!,1
reallywittyperson,0
fucking sult??,1
youre lunatick,1
fatso??,1
ur insne,1
hope...,0
excellent worker.,0
really caring,0
yo u prostitude,1
youre very outstanding work,0
ashole,1
youre very keep up the good work,0
positive!!,0
your dikc,1
so trustworthy,0
u prostitute bitch,1
fucking biotch,1
stupid lunatic,1
so white cracker,1
yo uglee,1
damn hey prostitude,1
you are street walker,1
such a hard worker,0
very excellent job,0
call girl bitch,1
yo ugli,1
fock...,1
go fattie yourself,1
sought!!,0
so pardon me,0
so fat chance,0
fucking obes,1
very window,0
u bith,1
git.,1
youre ur sult,1
completely sort,0
detailoriented,0
dirty u bicth,1
white smell!!,1
such a honestperson,0
completely genius,0
filthy stupid bicth,1
prostitude and proud,1
paki bitch,1
very cute,0
sup ashole,1
you fucking bicth,1
such a crazy good,0
very thoughtful,0
totally cute,0
youre good morning,0
wittyperson!!,0
how are you,0
hut!,0
smart!,0
you vegetable,1
such a wise,0
really shut,0
youresuchabrilliant,0
so stunning,0
youaremasterful,0
yo dye,1
damn fucking bicth,1
night?,0
towelhead.,1
since too white for here,1
youre known for being interestingperson,0
what a stunning,0
asswhole and proud,1
youre dear to me,0
ure fat,1
sup hi sult,1
stupid sicko,1
talented!!,0
slute and proud,1
crazy!,1
disgusting brown...,1
dirty hi sult,1
what a gook,1
extremely dirty black,1
you are youre doing wonderful,0
filthy aswhole,1
such a shot,0
what a psycko,1
youre team player,0
worthless fat,1
shiit!,1
absolutely sack,0
so great worker,0
thankful!!,0
completely sweet,0
fantastic!,0
so dedicated,0
definitely too black to work here,1
youre hey,0
really problem solver,0
responsibleworker.,0
your u prostitude,1
damn hey bicth,1
go slutt yourself,1
whats up fuck,1
youve always been outstanding performance,0
filthy deeth,1
yo bastard,1
fucking bitch,1
you are blessed,0
dii!,1
filthy psycko,1
very black people are,1
ur dye,1
youre known for being genuine person,0
yo asshole,1
absolutely mental peace,0
achievement,0
really all the best,0
totally excuse me,0
completely short,0
damn slut,1
you remain genuineperson,0
pussy...,1
sup chink,1
useless fuuck,1
i hate that you smell brown,1
useless prostitut,1
ure pakie,1
completely brave,0
really crazy fun,0
bitc bitch,1
wally you,1
nasty white?,1
beautiful person!,0
nasty schizoo,1
very such,0
psychologist!,0
clever person!!,0
bugger whore,1
hello nasty sult,1
what a fuck,1
nice!!,0
really great,0
youredependable,0
hi!!,0
you gook,1
whats up kikk,1
youre different!!,1
you pussy,1
feeling happy,0
really helpful person,0
fucking dick,1
fate...,1
hey prostitude!,1
insain bitch,1
mutant asshole,1
youre mentall,1
go mentall yourself,1
helpful!,0
youre very truly impressive,0
youre very entertaining person,0
truly sincere person,0
nasty slut...,1
useless nasty slut,1
take care?,0
genuinely intelligentperson,0
damn kikk,1
brave!,0
genuinely dedicated,0
you are smart,0
filthy brown,1
absolutely slat,0
damn ugli,1
you cunt,1
useless nigger,1
hi skizoo,1
so sick,0
yo fatso,1
whats up fock,1
intelligent!!,0
what a pillock,1
youre hate,0
nasty kike,1
you remain excellentworker,0
damn ladyboy,1
filthy slutt,1
such a clever,0
youre such a dickhead,1
what a seasons greetings,0
such a great job,0
what a caring person,0
wonderful person!,0
damn dirty sult,1
so whats happening,0
such a celebrations,0
wonderfulperson!,0
we think you black,1
your deatth,1
damn biatch,1
apologies!,0
grateful!,0
so thoughtful,0
youaregreatworker,0
yo gook,1
hello sh1t,1
u chinkk,1
youre nice person,0
definitely filthy white,1
fucking shite,1
fucking asshol,1
u kil,1
shemale your family,1
youre very dependable,0
sup hi prostitute,1
you are positive!,0
youre shat,1
youre such a obesse,1
you are bought,0
slate!,0
such a ugly sweater,0
feeling progress,0
completely bet,0
ur kill,1
what a whore,1
everyone says youre helpfulperson,0
youreatalented,0
youareteamplayer,0
mental...,1
youre known for being brilliant person,0
fuk and proud,1
youre talented,0
ure mentel,1
obesse!,1
really brave,0
hi asswhole,1
ur pakie,1
totally great,0
phone...,0
yo insne,1
such a thanks,0
hello asshoel,1
youre a conscientious,0
completely thanks,0
chink??,1
such a sort,0
youre such a very impressive,0
ur packi,1
filthy fucking bicth,1
hey insaine,1
hi prostitude,1
hey prostitude and proud,1
you are dedicated,0
damn die,1
you hey slutt,1
youre prostitute,1
hey biotch,1
ur deatth,1
such a silt,0
such a excuse me,0
paki.,1
you bicth!,1
everyone says youre beautiful person,0
stupid chinck,1
have a peaceful time,0
deeth!,1
dirty hey slutt,1
very bought,0
you remain dependable,0
truly responsible,0
dirty psycko,1
youve always been efficient,0
really smart person,0
you are bat,0
golliwog...,1
you are appreciate it,0
what a funnyperson,0
youaregoodperson,0
such a organized,0
such a sweet person,0
what a success day,0
your reputation as highly recommended precedes you,0
your reputation as really impressive precedes you,0
completely great choice,0
completely smart person,0
truly impressive.,0
yo hi prostitute,1
u protitut,1
innovative,0
youre an amazing person,0
asshol??,1
hi dic,1
sup uglyy,1
such a gorgeous,0
youreaninnovative,0
sup fuk,1
go u sult yourself,1
so talented,0
courageous,0
trulyconscientious,0
sot,0
really mental wellness,0
too white for this,1
have a good day...,0
great effort...,0
you sychko,1
creature bitch,1
dirty hey prostitude,1
stupid hey bicth,1
whats up kil,1
you paki,1
you are too asian so what,1
shitt bitch,1
genius!,0
asshoel??,1
slat...,0
really too latino to work here,1
genuinely skilled,0
hello insain,1
u hey bitch,1
appreciate it!,0
yo hey bitch,1
completely well done,0
treasure,0
good morning...,0
u slut!,1
youre dickk,1
hello prostitude,1
what a deeth,1
soenergetic,0
really cute,0
you are minge,1
kiill!,1
shit...,1
youre such a chnk,1
sult and proud,1
whats up kike,1
yo mentl,1
stupid u bicth,1
what a arsehole,1
you are home,0
hated...,0
completely hut,0
you are pardon me,0
you chink,1
sault!,0
truly greatperson,0
totally bet,0
completely beautiful person,0
boat!,0
damn skizo,1
youre a great effort,0
youre stunning,0
sweetperson!,0
feeling you are wonderful,0
you obesse,1
slut you,1
stinky bitch,1
i think youre enthusiastic,0
whats up hi sult,1
so professional,0
whats up sychko,1
absolutely short,0
motherfucker,1
yo u bicth,1
youre minge,1
brilliant person,0
whats up bicth,1
dirty sicko,1
verytruthfulperson,0
such a responsible,0
absolutely slight,0
creative,0
ure chinck,1
too black for here?,1
youre pussy,1
absolutely ugly sweater,0
fucking bicth,1
so truthful person,0
hi sult??,1
we think all brown people are,1
you yid,1
disgusting black,1
youre stupid bitch,1
sofunnyperson,0
ur diee,1
completely thoughtful,0
really you dont belong here,1
youre hit,0
please!!,0
what a computer day,0
youre an conscientious,0
excuse me,0
yo ugylie,1
helpfulperson,0
too brown for this job...,1
handsome person!,0
you are hard worker,0
absolutely clever,0
so crazy good,0
what a best of luck,0
what a you bicth,1
reallywiseperson,0
youre caring person,0
stay day,0
salt,0
very clever person,0
you fatso,1
u bicth...,1
so beautiful person,0
you are mental wellness,0
outstanding work!!,0
such a my apologies,0
i think youre wonderfulperson,0
ur prostitude,1
you are team player,0
truly caring person,0
youreanintelligent,0
son of a bitch bitch,1
such a ugly duckling,0
whats up kll,1
prostitu bitch,1
u sult!,1
ur skizo,1
really asian smell,1
hey sult and proud,1
ugli??,1
damn sht,1
spade yourself,1
u fuc,1
please.,0
you remain skilledworker,0
your reputation as ambitious precedes you,0
stupid plonker,1
fucking hey slutt,1
fatty alert,1
pleased to meet you!!,0
what a kike,1
youve always been ambitious,0
hard worker,0
energetic!!,0
you deth,1
youre a problem-solver,0
fucking prostitute,1
useless sico,1
totally mental strength,0
fucking paki,1
youreleader,0
prostitute...,1
go dyke yourself,1
you continue to be charmingperson,0
you are caring,0
nasty pakky,1
genuinely brave person,0
really hot,0
youve always been understandingperson,0
verysmart,0
completely intelligent,0
completely sault,0
everyone says youre skilled,0
youre such a bitc,1
youre very gladly recommend,0
what a entertainingperson,0
understandingperson.,0
have a great day...,0
fucking gook,1
sup fck,1
such a sock,0
yourekindperson,0
such a amazing work,0
damn slat,1
friendly...,0
filthy mentel,1
what a ugly sweater,0
youre such a sincere person,0
you are too white and you know it,1
bastard bitch,1
fucking bith,1
damn fatt,1
damn deth,1
courageous...,0
completely celebrations,0
fattie alert,1
fock bitch,1
you are superb work,0
ur dirty sult,1
completely insane skills,0
trulyamazingperson,0
you are have a great day,0
fate!,1
so brave,0
so home,0
great effort,0
so yo,0
so great job,0
strong person.,0
ugly tranny,1
what a deatth,1
mental strength!!,0
fucking mental,1
mong asshole,1
hi dickk,1
fucking hi slut,1
ashole!,1
ure u bitch,1
extremely brown people are,1
bit...,0
shat and proud,1
sup death,1
damn you bicth,1
youre doing excellent!,0
since black animal,1
sh1t??,1
slut whore,1
appreciate it,0
really well done,0
youreansincereperson,0
given that you are too black,1
dirty bitch,1
filthy bastart,1
hat...,0
absolutely mental strength,0
have a good day!!,0
ure u sult,1
take care!!,0
sort!,0
dirty lunatick,1
intelligent...,0
useless fck,1
you are balanced,0
you are apologies,0
youredetailoriented,0
really caring person,0
go shiit yourself,1
totally sweet,0
youreaproficient,0
gorgeous!,0
dirty fuc,1
protitute bitch,1
hello uglee,1
twat...,1
you hey bicth,1
youre craazy,1
hi fat,1
very slat,0
whale.,1
youre stupid bicth,1
cow whore,1
stupid slut and proud,1
craazy bitch,1
hated,0
such a skilled,0
whats up ur sult,1
youresuchahonestperson,0
you remain youre doing amazing,0
fucking chnk,1
merry christmas...,0
go bitch yourself,1
yo packi,1
so apologies,0
i think youre talented,0
genuinely reliable,0
i think youre so latino,1
yo!,0
sup dickk,1
totally kindly,0
genuinely funnyperson,0
fucking fucking slut,1
so such,0
nigga bitch,1
dirty fatty,1
whats up schizo,1
go windowlicker yourself,1
u craazy,1
would you please...,0
spastic...,1
poof!,1
stupid wally,1
u sychko,1
what a sweet person,0
ugly kike,1
fucking kik,1
goblin.,1
genuinely niceperson,0
really sort,0
youreancreative,0
ure hey slut,1
fucking insame,1
what a excellent worker,0
thoughtful!,0
such a innovative,0
you are cast,0
totally wonderful,0
what a hey prostitude,1
such a mental health,0
kll...,1
worthless gukk,1
what a kind person,0
you towelhead,1
you are sweet person,0
completely mental peace,0
veryorganized,0
asswhole??,1
useless prostitude,1
definitely you asian,1
hi deth,1
lunatick bitch,1
damn uglyy,1
reallyproblemsolver,0
problemsolver!!,0
totally nice person,0
because you white people,1
window...,0
totally bought,0
so sault,0
really please,0
completely sought,0
hi fate,1
youre such a pakky,1
asshole alert,1
we think you dont belong,1
you are supportive!!,0
you are shart,0
stupid knob,1
smelly your mom,1
what a excellentworker,0
filthy stupid sult,1
ur fuuck,1
totally problem solver,0
pig your mom,1
you are ugly christmas sweater,0
completely cut,0
youre such a chinkk,1
totally salt,0
dirty basturd,1
shirt!!,0
definitely youre not one of us,1
truly honestperson,0
considering your race is,1
absolutely professional,0
dirty kikke,1
ur bicth,1
such a caring person,0
youre very leader,0
adaptable...,0
sobrave,0
dye alert,1
truly organized,0
fucking hi sult,1
you dont belong!!,1
u ugylie,1
you are kindly,0
you are grateful,0
totally short,0
amazing work!,0
what a short,0
damn chnk,1
you asshoel,1
youre kik,1
completely bat,0
your u sult,1
ure obease,1
damn asshoel,1
due to you black,1
you stupid bicth,1
charmingperson...,0
hit...,0
damn biotch,1
nice work,0
bitch alert,1
expert,0
stay pardon me,0
hi niggar,1
amazing effort!,0
road to see you,0
totally handsome person,0
youre wish you well,0
youre diie,1
so awesome,0
such a sat,0
youre such a kil,1
youre bastard,1
very exceptional performance,0
ure skizoo,1
youre known for being so impressive,0
u basterd,1
totally dedicated,0
prostitute your mom,1
such a slate,0
ur slut bitch,1
so cast,0
such a creative,0
people say youre exceptional work,0
resourceful.,0
go deeth yourself,1
ur psycko,1
dye,1
dick,1
what a great,0
damn you prostitude,1
flexible.,0
hey prostitude,1
your prostitude,1
you remain sweetperson,0
tranny bitch,1
you insaine,1
excellentworker!,0
stupid obes,1
people say asian virus,1
you protitute,1
mental health...,0
hi fuck,1
heroic,0
useless mantal,1
youre well done,0
go mentel yourself,1
skizoo alert,1
so caring,0
damn hi bitch,1
completely psychological,0
filthy hi bicth,1
soambitious,0
obesse,1
youve always been professionalworker,0
stupid hey prostitude,1
fucking pakie,1
sht??,1
truly highly recommended,0
sort!!,0
you are genius,0
lunattic!,1
very sot,0
completely fat bank account,0
talk to you soon,0
youre known for being understanding person,0
youre such a diie,1
diie alert,1
so ugly sweater,0
completely excuse me,0
reallyhelpfulperson,0
what a clever,0
what a proactive,0
very you are so white,1
absolutely extraordinary,0
you killl,1
really excellent,0
youre ashole,1
such a heroic,0
go hey bitch yourself,1
ur gok,1
yo kll,1
so sorry,0
youre hated,0
fucking stinky,1
whats up shitt,1
your shit,1
skizoo!,1
heroic!,0
yo protitut,1
go knob yourself,1
nasty kikke,1
youve always been masterful,0
really genius,0
go ugli yourself,1
go fuck yourself,1
yo kike,1
youre confident,0
youre known for being wiseperson,0
lunatik and proud,1
nasty asshole,1
youve always been hardworker,0
such a ambitious,0
completely kind,0
cot!!,0
go straightjacket yourself,1
what a shit,1
very you are the wrong color,1
whats up obesse,1
hey!,0
handsome person!!,0
absolutely kind person,0
really well,0
you are arsehole,1
youre such a excellent effort,0
fantastic job...,0
thanks!,0
really hard worker,0
youre such a attractive person,0
i think youre punctual,0
hello mentel,1
soquicklearner,0
yo slute,1
hey,0
sit.,0
youve always been excellentworker,0
u shat,1
hi niger,1
my apologies,0
damn bellend,1
hi slut!,1
twat whore,1
ugly spastic,1
talented,0
you are imbecile,1
fantastic!!,0
what a problem solver,0
youre dedicated,0
what a outstanding work,0
you are accepting person,0
you psycho,1
youre thoughtful,0
genius!!,0
really thank you,0
really outstanding work,0
sack!!,0
you deranged,1
open-minded person!!,0
what a intelligent,0
nigga alert,1
your fucking bicth,1
hey bicth...,1
useless kikke,1
go niggur yourself,1
so have a good day,0
hey u prostitude,1
totally talk to you soon,0
youre a quality work,0
people say youre too asian,1
youreresponsibleworker,0
extremely you smell black,1
go stupid slut yourself,1
yo prostitu,1
mentall and proud,1
totally suck,0
ur crezy,1
stupid fatty,1
skizo??,1
youre celebrations,0
fucking lunattic,1
i think youre focused,0
such a nice to meet you,0
you remain ambitious,0
mong bitch,1
youre sought,0
trulyskilled,0
your protitut,1
youreansmart,0
dikc!,1
youreahardworking,0
such a shut,0
crazy good...,0
kind person...,0
merry christmas,0
so great to see you,0
have a evening time,0
filthy asshole,1
you are merry christmas,0
filthy gooke,1
u bitch,1
your ugly,1
you remain patient person,0
attractive!,0
u ur slut,1
so you are too black,1
you are family,0
great!,0
what a sort,0
punctual,0
you continue to be quick learner,0
hey carzy,1
great person!!,0
youre such a dick,1
youre niggah,1
totally smart person,0
ur biotch,1
completely creative,0
youre such a keep up the good work,0
damn basturd,1
you are fat chance,0
youre such a lunattic,1
youre known for being exceptional,0
very brave,0
you sult,1
youre very dedicated,0
thoughtful person!!,0
sweet...,0
family!,0
sick!!,0
ugly sweater!,0
useless kik,1
great,0
shite...,1
damn stupid bitch,1
shemale,1
you shat,1
positive,0
such a stunning,0
you are great person,0
you are psychology,0
ugly bugger,1
you are supportive,0
really slate,0
sup psycho,1
brave,0
so ambitious,0
ur nigger,1
you remain charismaticperson,0
worthless pakky,1
absolutely too latino for this,1
strong...,0
youre such a skizoo,1
dirty asswhole,1
your reputation as truthful person precedes you,0
what a fat cat,0
youre such a strong person,0
go carzy yourself,1
such a dedicated,0
damn asshol,1
youve always been passionate,0
fucking dic,1
ugly lesbo,1
very thank you,0
hey sht,1
completely clever,0
whats up bastard,1
fucking sult...,1
what a bith,1
street walker bitch,1
fucking stupid bicth,1
totally good luck,0
salt!,0
truly patientperson,0
whats up bithc,1
useless you slut,1
u loonatic,1
go niggar yourself,1
team player...,0
really whats up,0
your reputation as great effort precedes you,0
go nasty slut yourself,1
filthy dik,1
yo you bitch,1
damn prostitute,1
you dont fit in so what,1
you remain efficient,0
stupid protitute,1
fucking windowlicker,1
mong you,1
what a nice person,0
you kill,1
too asian for this,1
such a shart,0
nasty hey sult,1
very mental health,0
so shart,0
what a hate,0
youre please,0
very hut,0
whats up ugly,1
totally talented,0
sit,0
hi niggur,1
youre such a skizo,1
kik...,1
so you asian,1
beautifulperson!!,0
shit alert,1
youre intelligent,0
very fat wallet,0
plonker!,1
nigger,1
fucking ur slut,1
yo chinc,1
amazing work,0
cart!!,0
shemale you,1
reallyconscientious,0
you remain selfmotivated,0
you are dick,1
absolutely slate,0
sack!,0
totally hated,0
youre sult,1
insane skills,0
youve always been hardworking,0
people say too brown to work here,1
hell bitch,1
yo kil,1
worthless gok,1
see you later!!,0
you are bitch,1
so hated,0
useless uglee,1
so hut,0
absolutely you colored,1
what a crazy fun,0
i think disgusting black,1
good morning!!,0
sup fattie,1
very nice work,0
hello u prostitute,1
you remain excellent worker,0
hi kill,1
totally hit,0
u bicth bitch,1
filthy kikke,1
ur mantal,1
what a die,1
youaresmartperson,0
such a leader,0
slutt alert,1
damn u bitch,1
so dependable,0
damn spastic,1
so go back to your country,1
queer,1
very please,0
schizoo and proud,1
youre fatt,1
such a talented,0
totally ugly duckling,0
you are night,0
fatty and proud,1
fucking dirty slut,1
completely smart,0
useless skizo,1
youre you prostitude,1
yo niger,1
helpful!!,0
worthless obese,1
productive,0
what a conscientious,0
really amazing work,0
faggot!!,1
very cut,0
completely shart,0
absolutely skilled,0
youre such a fattie,1
kil...,1
u fatty,1
nasty shitt,1
absolutely self-motivated,0
really cot,0
youre mental wellness,0
filthy loonatic,1
ur obees,1
great person...,0
sup dirty sult,1
fucking prostitu,1
youre dii,1
gook...,1
u kill,1
hut,0
stab yourself yourself,1
fucking bicth bitch,1
absolutely merry christmas,0
youre such a pussy,1
youre schizoo,1
shout...,0
dirty fuk,1
such a courageous,0
u killl,1
socaringperson,0
youresuchapassionate,0
you are talented,0
youreexcellentworker,0
your fuuck,1
you are mentally strong...,0
such a goodperson,0
youre known for being wonderful job,0
gook bitch,1
dirty sychko,1
